id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3221059036,20140502T000000,,,,,,1.5,0.0,0.0,,9.0,,1330.0,,0.0,98092.0,47.2617,-122.19,,
6403500290,20140502T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,1996.0,0.0,98059.0,47.4938,-122.161,,
2771102144,20140502T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,280.0,2008.0,0.0,98199.0,47.6506,-122.383,,
5101405331,20140502T000000,,,,,,1.0,0.0,0.0,3.0,8.0,,470.0,1959.0,0.0,98125.0,47.701,,,
8673400086,20140502T000000,,,,,,3.0,0.0,0.0,3.0,8.0,,0.0,2001.0,0.0,98107.0,47.6697,-122.39200000000001,,
1771000430,20140502T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1968.0,0.0,98077.0,47.7427,-122.072,,
1860600135,20140502T000000,,,,,,2.0,0.0,4.0,5.0,10.0,,280.0,1921.0,0.0,98119.0,47.6345,-122.367,,
123059127,20140502T000000,,,,,,1.0,0.0,,3.0,9.0,,1170.0,2007.0,0.0,98059.0,47.5133,-122.11,,
3876200060,20140502T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,0.0,1967.0,0.0,98034.0,,-122.181,,
7831800460,20140502T000000,,,,,,1.0,0.0,0.0,2.0,,,0.0,1949.0,0.0,98106.0,47.5342,-122.36,,
5100401414,20140502T000000,,,,,,1.0,,0.0,3.0,7.0,,0.0,1938.0,1994.0,98115.0,47.6924,-122.322,,
2202500290,20140502T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,0.0,1954.0,0.0,98006.0,47.5746,-122.135,,
1818800144,20140502T000000,,,,,,1.0,0.0,2.0,4.0,8.0,,950.0,1955.0,0.0,98116.0,47.5714,-122.40799999999999,,
2738600140,20140502T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,670.0,2004.0,0.0,98072.0,47.7735,-122.15799999999999,,
6127600110,20140502T000000,,,,,,1.5,0.0,0.0,3.0,7.0,,0.0,1945.0,0.0,98115.0,47.678000000000004,-122.26899999999999,,
7739100015,20140502T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1948.0,0.0,98155.0,47.7512,-122.281,,
9294300070,20140502T000000,,,,,,1.5,0.0,1.0,3.0,7.0,,180.0,1945.0,0.0,98115.0,47.6815,-122.26899999999999,,
7305300695,20140502T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,2014.0,0.0,98155.0,47.7538,-122.325,,
943100683,20140502T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,0.0,1978.0,0.0,98024.0,47.5643,-121.897,,
3832050580,20140502T000000,,,,,,2.0,0.0,0.0,3.0,7.0,,0.0,2006.0,0.0,98042.0,47.3358,-122.055,,
8132700150,20140503T000000,,,,,,1.0,0.0,,3.0,7.0,,0.0,1944.0,0.0,98117.0,47.6883,-122.395,,
9474700020,20140503T000000,,,,,,1.0,0.0,0.0,,6.0,,0.0,1973.0,0.0,98065.0,47.5324,-121.76299999999999,,
7708180040,20140503T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,2012.0,0.0,98059.0,47.4909,-122.14399999999999,,
1523069197,20140503T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,520.0,1986.0,0.0,98027.0,47.4821,-122.01700000000001,,
8682250090,20140504T000000,,,,,,1.0,0.0,0.0,3.0,9.0,,0.0,2004.0,0.0,98053.0,47.717,-122.02600000000001,,
9829201058,20140504T000000,,,,,,2.0,0.0,0.0,3.0,,,860.0,1980.0,0.0,98122.0,47.603,-122.289,,
4137010530,20140504T000000,,,,,,2.0,0.0,2.0,3.0,8.0,,,1990.0,0.0,98092.0,47.2654,-122.21600000000001,,
2591830130,20140504T000000,,,,,,1.0,0.0,0.0,5.0,8.0,,630.0,,0.0,98058.0,47.4395,-122.161,,
4003000285,20140504T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,1140.0,1900.0,0.0,98122.0,47.6034,-122.289,,
8648900110,20140505T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,2009.0,0.0,98027.0,47.5644,-122.09299999999999,,
2487700065,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1955.0,0.0,98136.0,47.5247,-122.391,,
7300400580,20140505T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,1998.0,0.0,98092.0,47.3328,-122.17299999999999,,
6402710120,20140505T000000,,,,,,2.0,0.0,0.0,3.0,7.0,,0.0,1994.0,0.0,98055.0,47.4439,-122.19,,
9822700255,20140505T000000,,,,,,3.0,0.0,0.0,3.0,9.0,,0.0,1909.0,1998.0,98105.0,47.6604,-122.29,,
993001330,20140505T000000,,,,,,3.0,0.0,0.0,3.0,8.0,,0.0,,0.0,98103.0,47.6916,-122.34,,
9512000140,20140505T000000,,,,,,1.0,0.0,0.0,4.0,,,500.0,1960.0,0.0,98005.0,47.5858,-122.17,,
3580900260,20140505T000000,,,,,,1.5,0.0,0.0,4.0,7.0,,0.0,,0.0,98034.0,47.7296,-122.24,,
259500270,20140505T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,2007.0,0.0,98056.0,47.51,-122.185,,
425069020,20140505T000000,,,,,,2.5,0.0,0.0,3.0,11.0,,0.0,1992.0,0.0,98053.0,47.6805,-122.04799999999999,,
9828700900,20140505T000000,,,,,,1.0,0.0,0.0,5.0,7.0,,0.0,1908.0,0.0,98112.0,47.6205,-122.294,,
9578090050,20140505T000000,,,,,,2.0,0.0,,3.0,9.0,,0.0,2007.0,0.0,98052.0,47.708,-122.109,,
319500570,20140505T000000,,,,,,2.0,0.0,2.0,3.0,9.0,,0.0,1996.0,0.0,98074.0,47.6227,-122.029,,
124069032,20140505T000000,,,,,,1.0,0.0,0.0,4.0,8.0,,0.0,1976.0,1992.0,98075.0,47.5929,-121.98899999999999,,
1862400176,20140505T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,2014.0,0.0,98117.0,47.6971,-122.37100000000001,,
7853302370,20140505T000000,,,,,,2.0,0.0,0.0,3.0,7.0,,0.0,2006.0,0.0,98065.0,47.5402,-121.887,,
2790410250,20140505T000000,,,,,,1.0,0.0,0.0,4.0,9.0,,340.0,1977.0,0.0,98052.0,47.6331,-122.094,,
6071200545,20140505T000000,,,,,,1.0,0.0,0.0,4.0,8.0,,1370.0,1960.0,0.0,98006.0,47.5563,-122.184,,
1891100090,20140505T000000,,,,,,2.5,0.0,0.0,3.0,9.0,,0.0,2005.0,0.0,98034.0,47.6945,-122.17,,
4123400320,20140505T000000,,,,,,1.0,0.0,0.0,3.0,8.0,,780.0,1973.0,0.0,98027.0,47.5688,-122.087,,
1196000007,20140505T000000,,,,,,1.0,0.0,0.0,3.0,8.0,,1340.0,1968.0,0.0,98023.0,47.3408,-122.335,,
3080000030,20140505T000000,,,,,,2.0,0.0,0.0,3.0,7.0,,0.0,1954.0,0.0,98144.0,47.5801,-122.306,,
259600530,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,910.0,1963.0,0.0,,47.632,-122.119,,
259500270,20140505T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,2007.0,0.0,98056.0,47.51,-122.185,,
7784400130,20140505T000000,,,,,,,0.0,2.0,4.0,8.0,,1600.0,1953.0,0.0,98146.0,47.492,-122.36399999999999,,
9187200285,20140505T000000,,,,,,2.5,0.0,0.0,4.0,9.0,,140.0,1908.0,0.0,98122.0,47.6024,-122.295,,
4385700425,20140505T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,2000.0,0.0,98112.0,47.6364,-122.28,,
6450304130,20140505T000000,,,,,,1.5,0.0,0.0,4.0,6.0,,0.0,1949.0,0.0,98133.0,47.731,-122.34100000000001,,
3574801780,20140505T000000,,,,,,1.0,0.0,0.0,4.0,8.0,,1000.0,1979.0,0.0,98034.0,47.7306,-122.227,,
5416510710,20140505T000000,,,,,,2.0,0.0,0.0,3.0,7.0,,0.0,2006.0,0.0,98038.0,47.3614,-122.035,,
2979800409,20140505T000000,,,,,,,0.0,0.0,3.0,8.0,,0.0,2005.0,0.0,98115.0,47.6856,-122.315,,
3241600150,20140505T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,0.0,1953.0,0.0,98118.0,47.5238,-122.287,,
2488200459,20140505T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,270.0,2006.0,0.0,98136.0,47.5221,-122.39,,
8562710250,20140505T000000,,,,,,2.0,0.0,0.0,3.0,10.0,,1010.0,2006.0,0.0,98027.0,47.5404,-122.073,,
3501600235,20140505T000000,,,,,,1.5,0.0,0.0,3.0,6.0,,250.0,1949.0,0.0,98117.0,47.6926,-122.363,,
6632300212,20140505T000000,,,,,,3.0,0.0,0.0,3.0,8.0,,0.0,2008.0,0.0,98125.0,47.7338,-122.309,,
23500180,20140505T000000,,,,,,1.0,0.0,0.0,3.0,8.0,,680.0,1975.0,0.0,98052.0,47.6912,-122.115,,
9268851800,20140505T000000,,,,,,2.5,0.0,0.0,3.0,8.0,,80.0,2010.0,0.0,98027.0,47.5401,-122.027,,
7501000130,20140505T000000,,,,,,2.0,0.0,0.0,4.0,10.0,,0.0,1990.0,0.0,98033.0,47.652,-122.182,,
1549500370,20140505T000000,,,,,,1.0,0.0,0.0,3.0,5.0,,0.0,1953.0,0.0,98019.0,47.7534,-121.912,,
1446403305,20140505T000000,,,,,,1.0,0.0,0.0,5.0,6.0,,0.0,1944.0,0.0,98168.0,47.4882,-122.325,,
8651402920,20140505T000000,,,,,,1.0,0.0,0.0,3.0,6.0,,0.0,1969.0,2014.0,98042.0,47.3628,-122.087,,
3619600143,20140505T000000,,,,,,1.0,0.0,2.0,4.0,8.0,,760.0,1949.0,0.0,98177.0,47.7241,-122.369,,
5589900590,20140505T000000,,,,,,1.0,,0.0,2.0,7.0,,0.0,1948.0,0.0,98155.0,47.7504,-122.306,,
6145600865,20140505T000000,,,,,,1.5,0.0,0.0,5.0,7.0,,0.0,1928.0,0.0,98133.0,47.7042,-122.352,,
3329520410,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,920.0,1984.0,0.0,98001.0,47.3319,-122.26700000000001,,
6450303950,20140505T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,300.0,1942.0,,98133.0,47.7308,-122.34,,
1225069038,20140505T000000,,,,,,3.0,0.0,4.0,3.0,12.0,,4130.0,1999.0,0.0,98053.0,47.6675,-121.986,,
4440900040,20140505T000000,,,,,,1.0,0.0,0.0,5.0,7.0,,830.0,1960.0,0.0,98133.0,47.7771,-122.339,,
1954440060,20140505T000000,,,,,,2.0,0.0,,3.0,8.0,,0.0,1987.0,0.0,98074.0,47.62,-122.04299999999999,,
263000155,20140505T000000,,,,,,1.5,0.0,0.0,4.0,7.0,,0.0,1930.0,0.0,98103.0,47.6994,,,
8146100325,20140505T000000,,,,,,1.0,0.0,0.0,3.0,8.0,,0.0,1961.0,0.0,98004.0,47.6074,-122.195,,
3629910240,20140505T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,2003.0,0.0,98029.0,47.5493,-121.993,,
4309710250,20140505T000000,,,,,,2.0,0.0,3.0,3.0,9.0,,0.0,2000.0,0.0,98059.0,47.515,-122.117,,
1868900775,20140505T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,720.0,1942.0,0.0,98115.0,47.6738,-122.29700000000001,,
1861400060,20140505T000000,,,,,,1.5,0.0,,3.0,7.0,,0.0,1902.0,0.0,98119.0,47.6337,-122.37100000000001,,
8138870530,20140505T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,2014.0,0.0,98029.0,,-122.01299999999999,,
2125049120,20140505T000000,,,,,,1.5,0.0,0.0,,8.0,,540.0,1939.0,0.0,98112.0,47.638999999999996,-122.31,,
723000114,20140505T000000,,,,,,2.0,0.0,1.0,5.0,9.0,,1160.0,1971.0,0.0,98105.0,47.6578,-122.286,,
2558720120,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,540.0,1977.0,0.0,98034.0,47.7206,-122.171,,
6865200444,20140505T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,160.0,2000.0,0.0,98103.0,47.6634,-122.34,,
3644100086,20140505T000000,,,,,,2.0,0.0,0.0,3.0,7.0,,0.0,2001.0,0.0,98144.0,47.5917,-122.295,,
7893805650,20140505T000000,,,,,,1.0,0.0,0.0,3.0,6.0,,620.0,1956.0,0.0,98198.0,47.4136,-122.333,,
4083300510,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,340.0,1924.0,0.0,98103.0,47.6596,-122.338,,
6896300375,20140505T000000,,,,,,1.0,0.0,0.0,5.0,8.0,,1220.0,1942.0,0.0,98118.0,47.5259,-122.26100000000001,,
4305600040,20140505T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,2008.0,0.0,98059.0,47.4804,-122.126,,
6143600580,20140505T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,0.0,1962.0,0.0,98001.0,47.3075,-122.28399999999999,,
2215500205,20140505T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,840.0,1945.0,0.0,98115.0,47.6878,-122.286,,
8648900060,20140505T000000,,,,,,2.0,0.0,,3.0,8.0,,0.0,2010.0,0.0,98027.0,47.56399999999999,-122.09299999999999,,
8691330310,20140505T000000,,,,,,2.0,0.0,0.0,,10.0,,0.0,1998.0,0.0,98075.0,47.5937,-121.98200000000001,,
6821101870,20140505T000000,,,,,,,0.0,0.0,4.0,6.0,,780.0,1944.0,0.0,98199.0,47.6515,-122.399,,
9828700200,20140505T000000,,,,,,2.0,0.0,0.0,4.0,9.0,,560.0,1982.0,2011.0,98112.0,47.6196,-122.292,,
2780400035,20140505T000000,,,,,,1.0,0.0,0.0,3.0,8.0,,1140.0,1963.0,0.0,98115.0,47.6809,-122.286,,
8562710520,20140505T000000,,,,,,2.0,0.0,0.0,3.0,10.0,,1290.0,2006.0,0.0,98027.0,47.5396,-122.073,,
207500012,20140505T000000,,,,,,1.0,0.0,0.0,4.0,8.0,,1300.0,1960.0,0.0,98199.0,47.6382,-122.397,,
7856410030,20140505T000000,,,,,,1.0,0.0,3.0,3.0,9.0,,1500.0,1976.0,0.0,98006.0,47.5641,-122.16,,
1402810140,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1986.0,0.0,98019.0,47.7341,,,
1823069213,20140505T000000,,,,,,1.0,0.0,0.0,4.0,6.0,,0.0,1958.0,0.0,98059.0,47.4873,-122.09899999999999,,
6666830250,20140505T000000,,,,,,2.0,,0.0,3.0,8.0,,0.0,,0.0,98052.0,47.7048,-122.113,,
1898700310,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1971.0,0.0,98023.0,47.3206,-122.397,,
5561301280,20140505T000000,,,,,,1.0,0.0,0.0,4.0,8.0,,440.0,1978.0,0.0,98027.0,47.4688,-122.01299999999999,,
8653900150,20140505T000000,,,,,,2.0,0.0,0.0,3.0,10.0,,0.0,,,98075.0,47.5857,-122.038,,
325059171,20140505T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1928.0,1954.0,98033.0,47.6891,-122.15899999999999,,
1823069155,20140505T000000,,,,,,1.0,0.0,0.0,5.0,7.0,,740.0,1960.0,0.0,98027.0,47.4845,-122.08,,
2946001645,20140505T000000,,,,,,1.0,0.0,0.0,4.0,6.0,,,1958.0,0.0,98198.0,47.4204,-122.324,,
4040800090,20140506T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,0.0,1966.0,0.0,98008.0,47.6224,-122.116,,
3176100110,20140506T000000,,,,,,1.0,0.0,1.0,3.0,7.0,,470.0,1940.0,0.0,98115.0,47.6725,-122.272,,
1626069253,20140506T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,1995.0,0.0,98077.0,47.74,-122.04799999999999,,
1283800110,20140506T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,2008.0,0.0,98052.0,47.6788,-122.117,,
3524039209,20140506T000000,,,,,,1.0,0.0,3.0,3.0,9.0,,1400.0,1970.0,2014.0,98136.0,47.5232,,,
9828702513,20140506T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,210.0,2004.0,0.0,98122.0,47.6191,-122.301,,
7282900025,20140506T000000,,,,,,1.0,0.0,0.0,3.0,6.0,,0.0,1954.0,0.0,98133.0,,-122.355,,
1623300160,20140506T000000,,,,,,1.5,0.0,0.0,3.0,,,0.0,1912.0,2005.0,98117.0,47.6797,-122.36200000000001,,
2923049372,20140506T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,500.0,1963.0,0.0,98148.0,47.4476,-122.33200000000001,,
6301800020,20140506T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,,0.0,98034.0,,-122.229,,
3438500714,20140506T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,910.0,1980.0,0.0,98106.0,47.551,-122.35600000000001,,
8945100320,20140506T000000,,,,,,1.0,0.0,0.0,3.0,6.0,,0.0,1962.0,0.0,98023.0,47.3076,-122.36200000000001,,
7694600253,20140506T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1950.0,2013.0,98146.0,47.5071,-122.369,,
1524059027,20140506T000000,,,,,,1.0,0.0,2.0,3.0,6.0,,0.0,1951.0,0.0,98006.0,47.5699,-122.164,,
871001980,20140506T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,940.0,1954.0,2004.0,98199.0,47.651,-122.40899999999999,,
1952000150,20140506T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,1220.0,1964.0,0.0,98008.0,47.5803,-122.119,,
993000327,20140506T000000,,,,,,3.0,0.0,0.0,3.0,8.0,,0.0,2006.0,0.0,98103.0,47.6937,-122.34200000000001,,
2324800350,20140506T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,2000.0,0.0,98053.0,47.6728,-122.012,,
7135520780,20140506T000000,,,,,,2.0,0.0,0.0,3.0,10.0,,0.0,1998.0,0.0,98059.0,47.5273,-122.14299999999999,,
8731980040,20140506T000000,,,,,,1.0,0.0,0.0,4.0,9.0,,420.0,1974.0,0.0,98023.0,47.3149,-122.37799999999999,,
3754700160,20140506T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,240.0,1971.0,0.0,98034.0,47.7245,-122.2,,
3396820150,20140506T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,1984.0,0.0,98052.0,47.7157,-122.103,,
3862400050,20140506T000000,,,,,,1.0,0.0,0.0,4.0,8.0,,790.0,1967.0,0.0,98155.0,47.7651,-122.277,,
6751300065,20140506T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,0.0,1956.0,0.0,98007.0,47.5874,-122.13600000000001,,
9477001280,20140506T000000,,,,,,1.0,0.0,,5.0,7.0,,0.0,1967.0,0.0,98034.0,47.7357,-122.193,,
9828702265,20140506T000000,,,,,,3.0,,0.0,3.0,8.0,,0.0,2006.0,0.0,98112.0,47.62,-122.3,,
1843130980,20140506T000000,,,,,,2.0,0.0,0.0,3.0,7.0,,0.0,2003.0,0.0,98042.0,47.3732,-122.12899999999999,,
7625704005,20140506T000000,,,,,,2.0,0.0,,3.0,,,0.0,1916.0,1986.0,98136.0,47.5452,-122.39299999999999,,
2688100075,20140506T000000,,,,,,1.5,0.0,0.0,4.0,7.0,,0.0,1938.0,0.0,98117.0,47.6949,-122.37,,
1623300765,20140506T000000,,,,,,1.0,0.0,0.0,,7.0,,0.0,1924.0,0.0,98117.0,47.681000000000004,-122.361,,
1777600230,20140506T000000,,,,,,1.0,0.0,0.0,5.0,8.0,,870.0,1967.0,0.0,98006.0,47.5694,-122.132,,
6641020160,20140506T000000,,,,,,2.0,0.0,0.0,,8.0,,0.0,1996.0,0.0,98028.0,47.7443,-122.22,,
2771600350,20140506T000000,,,,,,1.0,0.0,2.0,3.0,8.0,,960.0,1954.0,0.0,98199.0,47.6424,-122.38600000000001,,
9471201175,20140506T000000,,,,,,1.5,0.0,0.0,5.0,9.0,,1360.0,1950.0,0.0,98105.0,47.6687,-122.264,,
7222000090,20140506T000000,,,,,,2.0,0.0,0.0,3.0,10.0,,0.0,,0.0,98055.0,47.4595,-122.208,,
226039075,20140506T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,2000.0,0.0,98177.0,47.7741,-122.37899999999999,,
9553200052,20140506T000000,,,,,,1.0,0.0,0.0,3.0,7.0,,0.0,1956.0,0.0,98115.0,47.6977,-122.292,,
5469300270,20140506T000000,,,,,,1.0,0.0,0.0,4.0,7.0,,480.0,1975.0,0.0,98042.0,47.375,-122.14,,
9510400100,20140506T000000,,,,,,2.0,0.0,0.0,3.0,8.0,,0.0,2007.0,0.0,98058.0,47.4444,-122.182,,
9482700440,20140506T000000,,,,,,1.5,,0.0,3.0,7.0,,400.0,1926.0,0.0,98103.0,47.6831,-122.34299999999999,,
8961970510,20140506T000000,,,,,,2.0,0.0,0.0,3.0,9.0,,0.0,1999.0,0.0,98074.0,47.6075,-122.01700000000001,,
